   0     |    1     | SN4
   1     |    1     | SN4
   2     |    1     | SN4
   3     |    3     | TC5
   4     |    3     | TC5
   5     |    0     | SN2
   6     |    0     | SN2
   7     |    0     | SN2
   8     |    4     | TC5
   9     |    4     | TC5
   10    |    2     | SN5
   11    |    2     | SN5
   12    |    2     | SN5
